SEQ,접수일,접수시각,장기서비스여부,최초서비스일,전체회차,현재회차,서비스일자,서비스시작시간,서비스종료시간,기존고객여부,결재형태,서비스주소,주거형태,평수,고객가입일,반려동물,부재중여부,우선청소,쿠폰사용여부,매니저생년월일,매니저성별,매니저사용휴대폰,매니저이동방법,근무가능지역,CS교육이수여부,청소교육이수여부,부재중서비스가능여부,추천인여부
T51434,2019-08-23,,1,2019-09-06,4,2,2019-09-20,15:00:00,19:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-03,없음,,,0,1955,0,안드로이드,대중교통,평택,0,0,1,0
T47482,2019-06-14,,1,2019-06-21,4,3,2019-07-04,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-30,,,,0,1961,0,,자차,원주/춘천,,,1,0
T57649,2021-09-15,11:21:11,1,2021-10-01,4,4,2021-11-12,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2021-10-01,없음,1,화장실,1,1964,0,안드로이드,대중교통,천안/아산,1,1,1,0
T50970,2020-10-26,,1,2020-11-02,4,2,2020-11-09,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2020-01-16,없음,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T44879,2021-07-12,12:09:55,1,2021-07-15,2,2,2021-07-15,9:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,20평대,2021-02-08,없음,1,주방,0,1953,0,안드로이드,대중교통,원주/춘천,1,1,0,0
T30325,2021-03-10,23:04:12,0,2021-03-18,1,1,2021-03-18,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-03-04,없음,0,화장실,1,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T50523,2019-10-28,,1,2019-11-06,4,3,2019-12-04,9:00:00,13:00:00,1,신용카드,강원 춘천시,일반주택,,2019-10-28,없음,,,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T41226,2020-06-23,,1,2020-07-07,4,3,2020-07-21,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-23,없음,0,,0,1974,0,안드로이드,자차,원주/춘천,0,0,1,0
T34706,2020-09-21,,1,2020-09-28,4,3,2020-10-19,9:00:00,13:00:00,1,가상계좌,강원 원주시,일반주택,,2020-01-16,없음,,,0,1983,0,ios,대중교통,기타,0,1,1,0
T30218,2021-09-06,17:00:38,1,2021-09-09,4,3,2021-10-06,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-04-20,없음,0,주방,0,1958,0,안드로이드,자차,원주/춘천,1,1,1,0
T46016,2021-05-31,0:11:54,1,2021-06-11,6,3,2021-06-18,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-04-20,없음,0,주방,0,1961,0,,자차,원주/춘천,,,1,0
T34299,2020-04-29,,1,2020-05-11,4,1,2020-05-11,14:00:00,18:00:00,1,가상계좌,강원 원주시,일반주택,40평대이상,2019-12-05,없음,0,화장실,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T39215,2021-07-04,14:20:37,1,2021-07-14,4,2,2021-07-21,14:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-01-26,없음,0,,0,1953,0,안드로이드,대중교통,원주/춘천,1,1,0,0
T35917,2021-04-28,21:38:34,1,2021-05-04,6,2,2021-05-07,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-04-20,없음,1,주방,0,1968,0,,대중교통,천안/아산,,,0,0
T46592,2021-09-15,20:34:49,1,2021-09-23,4,2,2021-10-07,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-22,없음,0,주방,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T44371,2021-06-30,,1,2021-07-02,9,1,2021-07-02,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-06-23,없음,0,,0,1976,0,,자차,천안/아산,,,1,0
T46460,2021-07-14,,1,2021-07-21,4,2,2021-07-28,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2019-06-01,개,0,주방,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T39851,2021-05-04,,1,2021-05-18,4,2,2021-05-25,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-03-30,없음,0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T40211,2019-12-18,,1,2020-01-08,4,1,2020-01-08,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,,2019-09-04,없음,,,1,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T57915,2019-07-17,,1,2019-07-19,2,1,2019-07-19,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-05-11,없음,,,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T56067,2019-06-14,,1,2019-06-21,4,3,2019-07-12,14:00:00,18:00:00,1,무통장입금,충남 천안시,일반주택,,2019-05-17,,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T45583,2019-10-01,,1,2019-10-08,4,4,2019-10-30,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-23,없음,,,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T54259,2019-05-03,,1,2019-05-17,4,2,2019-05-24,14:00:00,18:00:00,0,무통장입금,충남 천안시,일반주택,,2019-05-17,,,,0,1968,0,,대중교통,천안/아산,,,0,0
T56302,2021-01-25,10:05:38,1,2021-01-29,4,1,2021-01-29,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,20평대,2021-01-29,고양이,1,베란다,0,1966,0,기타,대중교통,광주,0,0,1,0
T45416,2020-02-05,,1,2020-02-17,4,1,2020-02-17,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,,2019-09-04,없음,,,1,1956,0,안드로이드,대중교통,서울,0,0,1,0
T49650,2021-10-07,23:01:10,0,2021-10-13,1,1,2021-10-13,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-08-10,없음,1,거실,0,1976,0,안드로이드,대중교통,천안/아산,1,1,1,0
T47078,2019-11-21,,1,2019-11-25,10,7,2019-12-16,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-07-17,없음,,,1,1967,0,,대중교통,천안/아산,,,1,0
T32876,2020-12-07,,1,2020-12-08,4,1,2020-12-08,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,30평대,2020-07-28,없음,1,거실,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T50904,2019-05-10,,1,2019-05-15,4,2,2019-05-22,14:00:00,18:00:00,0,신용카드,충남 천안시,일반주택,,2019-05-15,,,,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T36559,2020-10-05,,1,2020-10-08,4,3,2020-10-22,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,20평대,2020-01-16,개,1,주방,0,1966,0,안드로이드,자차,광주,1,1,1,0
T44976,2020-02-03,,1,2020-03-02,10,3,2020-04-27,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-06-10,없음,,,1,1959,0,안드로이드,자차,천안/아산,0,0,1,0
T32634,2021-03-15,8:12:49,1,2021-03-22,4,2,2021-03-29,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,40평대이상,2020-07-20,고양이,0,거실,0,1972,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T39664,2019-07-12,,1,2019-07-25,4,4,2019-09-05,15:00:00,19:00:00,1,무통장입금,충남 천안시,일반주택,,2019-06-03,없음,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T57394,2019-05-10,,1,2019-05-16,4,2,2019-05-23,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-11,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T32485,2021-01-08,,1,2021-01-15,4,2,2021-01-22,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-10-19,없음,0,화장실,0,1961,0,,대중교통,부산,,,1,0
T57469,2020-08-24,,1,2020-08-31,4,1,2020-08-31,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-07-06,없음,0,방,0,1962,0,안드로이드,대중교통,서울,1,1,1,0
T47158,2019-08-23,,1,2019-09-06,4,3,2019-09-27,15:00:00,19:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-03,없음,,,0,1966,0,안드로이드,대중교통,천안/아산,0,0,1,0
T34116,2021-05-31,14:42:36,1,2021-06-07,4,1,2021-06-07,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2021-05-17,없음,0,화장실,0,1961,0,,대중교통,부산,,,1,0
T51590,2021-08-30,,1,2021-09-02,30,3,2021-09-16,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-06-23,없음,1,주방,0,1974,0,안드로이드,자차,천안/아산,1,1,1,0
T53018,2021-07-07,14:58:27,0,2021-07-09,1,1,2021-07-09,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,40평대이상,2021-07-09,없음,1,거실,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T58174,2021-08-10,14:30:39,1,2021-08-18,8,1,2021-08-18,14:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-01-26,없음,0,주방,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T42539,2021-04-13,23:17:58,1,2021-04-16,4,2,2021-04-23,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-04-23,없음,0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T50885,2021-06-28,19:18:53,1,2021-07-02,7,2,2021-07-06,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-04-20,없음,0,주방,0,1965,0,안드로이드,자차,원주/춘천,1,1,1,0
T51471,2021-09-27,,1,2021-10-08,4,3,2021-11-05,14:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,30평대,,없음,1,화장실,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T54260,2020-10-07,,0,2020-10-13,1,1,2020-10-13,9:00:00,13:00:00,1,신용카드,서울 동대문구,일반주택,30평대,2020-10-13,없음,0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T54706,2021-07-02,23:51:14,1,2021-07-14,10,8,2021-08-06,14:00:00,18:00:00,1,신용카드,서울 성동구,일반주택,30평대,2021-06-18,없음,0,화장실,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T57940,2020-09-23,,1,2020-09-28,7,2,2020-09-29,14:00:00,19:00:00,1,신용카드,서울 강동구,일반주택,40평대이상,2020-08-24,없음,0,주방,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T43829,2021-08-17,,1,2021-08-13,5,3,2021-08-20,14:00:00,18:00:00,1,무통장입금,서울 강남구,일반주택,40평대이상,2021-07-26,고양이,0,화장실,0,1962,0,안드로이드,대중교통,서울,1,1,1,0
T51082,2020-03-06,,1,2020-03-20,4,4,2020-04-30,14:00:00,18:00:00,1,가상계좌,서울 금천구,일반주택,,2020-02-14,없음,,,1,1962,0,안드로이드,대중교통,서울,1,1,1,0
T35375,2021-04-30,10:01:12,1,2021-05-06,5,1,2021-05-06,9:00:00,13:00:00,1,신용카드,서울 성북구,일반주택,30평대,2021-02-18,개,0,화장실,0,1957,0,기타,자차,부산,0,0,1,0
T49656,2020-06-30,,1,2020-07-07,4,3,2020-07-30,10:00:00,14:00:00,1,신용카드,서울 동작구,일반주택,20평대,2019-05-03,없음,0,방,1,1964,0,기타,자차,천안/아산,0,0,0,0
T39670,2021-09-08,,1,2021-10-06,4,1,2021-10-06,9:00:00,13:00:00,1,신용카드,서울 강서구,일반주택,30평대,2021-07-16,없음,0,화장실,0,1961,0,안드로이드,대중교통,수도권,1,1,1,0
T54680,2019-07-18,,1,2019-07-25,10,1,2019-07-25,9:00:00,12:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-02,없음,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T52149,2019-08-19,,1,2019-09-04,9,8,2019-10-23,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T33908,2019-07-03,,1,2019-07-11,4,2,2019-07-18,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T55448,2020-09-03,,0,2020-09-04,1,1,2020-09-04,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,10평대,2020-09-04,없음,1,거실,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T31805,2021-07-02,,1,2021-07-07,3,1,2021-07-07,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,20평대,2021-04-07,없음,0,주방,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T36331,2019-07-22,,1,2019-08-08,4,3,2019-08-22,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1964,0,안드로이드,대중교통,천안/아산,1,1,1,0
T41408,2019-04-30,,1,2019-05-02,4,2,2019-05-09,9:00:00,12:00:00,0,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-02,,,,0,1968,0,,대중교통,천안/아산,,,0,0
T58017,2019-09-20,,0,2019-09-23,1,1,2019-09-23,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-16,없음,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T49454,2019-07-22,,1,2019-08-09,4,1,2019-08-09,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1964,0,기타,자차,천안/아산,0,0,0,0
T49308,2021-08-29,19:15:55,1,2021-09-06,4,3,2021-09-27,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-10-19,없음,1,,0,1962,0,안드로이드,대중교통,서울,1,1,1,0
T43401,2019-08-23,,0,2019-08-24,1,1,2019-08-24,16:00:00,18:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-16,없음,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T56431,2019-08-19,,1,2019-09-05,9,8,2019-10-24,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1978,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T50260,2019-10-07,,0,2019-10-08,1,1,2019-10-08,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-16,없음,,,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T40562,2020-05-26,,1,2020-06-05,4,2,2020-06-19,14:00:00,18:00:00,1,가상계좌,충남 아산시,오피스텔/원룸,30평대,2020-06-05,없음,0,거실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T36804,2020-05-18,,0,2020-05-20,1,1,2020-05-20,9:00:00,13:00:00,0,가상계좌,충남 아산시,오피스텔/원룸,10평대,2020-05-20,없음,1,방,0,1976,0,,자차,천안/아산,,,1,0
T42569,2021-07-15,16:06:57,0,2021-07-20,1,1,2021-07-20,14:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,40평대이상,2021-07-09,없음,1,거실,0,1974,0,안드로이드,자차,원주/춘천,0,0,1,0
T43488,2020-11-13,,1,2020-11-20,4,1,2020-11-20,9:00:00,14:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-11-20,없음,0,방,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T38548,2021-01-14,,1,2021-01-21,5,3,2021-02-04,9:00:00,13:00:00,1,무통장입금,강원 원주시,일반주택,30평대,2020-11-19,기타,0,거실,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T49482,2021-07-04,14:20:37,1,2021-07-14,4,1,2021-07-14,14:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-01-26,없음,0,,0,1962,0,,자차,원주/춘천,,,1,0
T46899,2021-05-13,20:19:21,0,2021-05-18,1,1,2021-05-18,9:00:00,13:00:00,0,신용카드,강원 원주시,일반주택,40평대이상,2021-05-18,없음,0,거실,0,1960,0,안드로이드,자차,원주/춘천,1,1,1,0
T55083,2020-02-17,,0,2020-02-18,1,1,2020-02-18,14:00:00,18:00:00,0,신용카드,강원 원주시,일반주택,,2020-02-18,없음,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T37110,2021-04-01,,1,2021-04-08,5,4,2021-04-29,9:00:00,13:00:00,1,무통장입금,강원 원주시,일반주택,30평대,2020-11-19,기타,0,거실,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T30772,2019-06-17,,0,2019-06-19,1,1,2019-06-19,9:00:00,13:00:00,0,신용카드,강원 원주시,일반주택,,2019-06-19,,,,0,1971,0,안드로이드,대중교통,천안/아산,1,1,1,0
T53909,2021-04-30,21:48:21,1,2021-05-20,4,2,2021-06-02,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-01-26,없음,1,,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T36774,2019-11-25,,1,2019-12-02,3,1,2019-12-02,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2019-08-27,,,,0,1966,0,기타,대중교통,광주,0,0,1,0
T45915,2019-06-17,,0,2019-06-19,1,1,2019-06-19,9:00:00,13:00:00,0,신용카드,강원 원주시,일반주택,,2019-06-19,,,,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T50559,2019-08-27,,1,2019-09-03,4,1,2019-09-03,13:00:00,17:00:00,1,신용카드,강원 원주시,일반주택,,2019-08-27,없음,,,0,1974,0,안드로이드,자차,원주/춘천,0,0,1,0
T36984,2019-11-28,,1,2019-12-05,4,1,2019-12-05,14:00:00,18:00:00,0,가상계좌,강원 원주시,일반주택,,2019-12-05,없음,,,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T32981,2019-06-17,,0,2019-06-18,1,1,2019-06-18,9:00:00,13:00:00,1,무통장입금,강원 원주시,일반주택,,2019-06-15,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T42224,2021-09-01,18:28:08,1,2021-09-15,4,2,2021-10-06,9:00:00,13:00:00,0,신용카드,강원 원주시,일반주택,30평대,2021-09-15,없음,0,화장실,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T38925,2021-04-01,0:04:49,1,2021-04-07,8,2,2021-04-14,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,30평대,2020-12-23,없음,1,화장실,0,1964,0,기타,자차,천안/아산,0,0,0,0
T50114,2020-01-15,,1,2020-01-22,6,5,2020-02-19,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-12-27,없음,,,1,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T35531,2021-04-29,,1,2021-05-03,9,3,2021-05-10,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-02-13,없음,0,방,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T36820,2021-08-31,22:48:01,1,2021-09-03,4,1,2021-09-03,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,30평대,2020-06-02,고양이,0,방,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T55305,2020-07-09,,1,2020-07-16,4,2,2020-08-04,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,30평대,2019-10-29,없음,0,,0,1966,0,안드로이드,대중교통,천안/아산,0,0,1,0
T35757,2019-10-04,,1,2019-10-07,6,4,2019-10-10,6:00:00,10:00:00,1,무통장입금,충남 천안시,일반주택,,2019-09-30,없음,,,0,1976,0,,자차,천안/아산,,,1,0
T31760,2020-10-28,,1,2020-11-04,4,3,2020-11-18,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-11-04,없음,0,방,0,1983,0,ios,대중교통,기타,0,1,1,0
T43273,2020-09-28,,1,2020-10-05,6,4,2020-10-19,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,40평대이상,2019-08-22,없음,0,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T52420,2019-08-29,,1,2019-08-30,4,4,2019-09-27,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-08-23,없음,,,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T48122,2020-05-07,,1,2020-05-13,7,2,2020-05-20,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2019-06-12,없음,0,방,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T51521,2019-12-21,,1,2020-01-14,4,1,2020-01-14,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-11-11,없음,,,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T54539,2020-12-21,,1,2020-12-23,8,2,2020-12-30,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2019-10-25,없음,0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T51938,2021-06-30,,1,2021-07-01,9,7,2021-07-22,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-02-13,없음,0,방,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T33164,2019-07-11,,1,2019-07-18,4,2,2019-07-25,14:00:00,18:00:00,0,신용카드,충남 천안시,일반주택,,2019-07-18,,,,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T37445,2020-02-05,,1,2020-02-17,4,1,2020-02-17,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2020-02-17,없음,,,1,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T30051,2019-09-25,,1,2019-10-02,4,2,2019-10-16,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-15,없음,,,0,1964,0,기타,자차,천안/아산,0,0,0,0
T52598,2019-09-25,,1,2019-10-02,4,2,2019-10-16,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-15,없음,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T48721,2021-08-10,15:30:00,0,2021-08-30,1,1,2021-08-30,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-10-31,없음,0,,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T42662,2021-10-14,,1,2021-10-18,4,2,2021-10-27,10:00:00,15:00:00,1,무통장입금,충남 천안시,일반주택,40평대이상,2021-09-08,없음,1,주방,0,1971,0,안드로이드,대중교통,천안/아산,1,1,1,0
T38345,2019-07-01,,1,2019-07-08,4,3,2019-07-22,9:00:00,13:00:00,0,신용카드,충남 아산시,일반주택,,2019-07-08,,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T57052,2020-04-07,,1,2020-04-21,4,1,2020-04-21,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2020-04-21,기타,,,1,1966,0,안드로이드,대중교통,기타,1,1,1,0
T38262,2019-12-21,,1,2020-01-14,4,3,2020-02-19,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-11-11,없음,,,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T48203,2019-09-09,,1,2019-09-10,4,2,2019-09-17,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-08-06,없음,,,0,1974,0,안드로이드,자차,천안/아산,1,1,1,0
T37991,2021-04-06,,1,2021-04-13,4,3,2021-04-27,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2019-08-06,개,0,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T54207,2020-05-20,,1,2020-05-30,4,4,2020-06-22,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,40평대이상,2020-06-22,없음,0,화장실,1,1969,0,안드로이드,대중교통,기타,0,0,1,0
T56547,2021-05-24,23:23:17,1,2021-05-31,4,2,2021-06-07,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,20평대,2021-03-31,고양이,0,거실,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T38509,2020-10-21,,1,2020-10-28,4,3,2020-11-12,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-08-25,개,0,거실,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T50498,2019-09-05,,1,2019-09-19,4,4,2019-10-31,14:00:00,18:00:00,1,무통장입금,충남 천안시,일반주택,,2019-06-03,없음,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T55686,2019-10-03,,1,2019-10-14,4,2,2019-10-21,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-08-20,없음,,,0,1968,0,,대중교통,천안/아산,,,0,0
T57035,2019-12-26,,1,2020-01-02,5,1,2020-01-02,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2020-01-02,없음,,,1,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T33641,2021-10-13,15:33:02,0,2021-10-19,1,1,2021-10-19,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-05-29,없음,0,베란다,0,1976,0,안드로이드,대중교통,천안/아산,1,1,1,0
T55662,2021-06-21,,0,2021-07-09,1,1,2021-07-09,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2020-09-24,개,0,,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T43645,2021-10-14,11:01:57,1,2021-10-20,4,1,2021-10-20,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-09-11,없음,0,거실,1,1976,0,안드로이드,대중교통,천안/아산,1,1,1,0
T49022,2020-02-07,,1,2020-02-11,4,1,2020-02-11,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-08-01,없음,,,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T46070,2019-07-16,,1,2019-07-19,4,3,2019-08-16,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-05-10,없음,,,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T38853,2020-04-09,,1,2020-04-20,4,2,2020-04-27,9:00:00,13:00:00,1,가상계좌,충남 아산시,일반주택,,2020-02-10,없음,,,1,1955,0,안드로이드,대중교통,기타,0,0,1,0
T34892,2020-09-25,,1,2020-10-02,8,6,2020-10-19,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,40평대이상,2020-10-19,개,0,주방,0,1979,0,안드로이드,자차,기타,0,0,1,0
T50867,2019-08-13,,1,2019-08-21,4,3,2019-09-04,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,,2019-08-13,기타,,,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T44689,2021-08-30,,1,2021-09-02,8,7,2021-09-27,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-02-13,없음,0,방,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T32443,2021-10-19,15:16:17,0,2021-10-28,1,1,2021-10-28,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2021-05-14,없음,0,화장실,0,1976,0,안드로이드,대중교통,천안/아산,1,1,1,0
T54461,2021-02-01,9:26:38,1,2021-02-03,4,1,2021-02-03,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-01-26,없음,0,주방,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
